hotel,market_segment,distribution_channel,customer_type,lead_time_band,deposit_type,bookings,cancellations,realized_revenue,lost_revenue_estimate,room_nights_realized,adr,average_lead_time,repeat_guest_rate,average_special_requests,cancellation_rate,revenue_per_booking,segment_risk_score
City Hotel,Groups,TA/TO,Transient,12+ months,Non Refund,1405,1405,0.0,195486.19,0,65.00749466192171,464.57722419928825,0.0,0.0,1.0,0.0,78.86
City Hotel,Offline TA/TO,TA/TO,Transient,12+ months,Non Refund,281,281,0.0,48610.0,0,84.30604982206405,428.65836298932385,0.0,0.0,1.0,0.0,75.98
City Hotel,Groups,TA/TO,Transient-Party,12+ months,Non Refund,1,1,0.0,90.0,0,90.0,437.0,0.0,0.0,1.0,0.0,75.76
City Hotel,Groups,TA/TO,Transient,6-12 months,Non Refund,1915,1915,0.0,497640.5,0,93.5537859007833,275.0809399477807,0.0,0.0,1.0,0.0,75.27
Resort Hotel,Groups,TA/TO,Transient,12+ months,Non Refund,97,97,0.0,27039.0,0,66.6340206185567,414.30927835051546,0.0,0.0,1.0,0.0,75.23
City Hotel,Offline TA/TO,TA/TO,Transient,6-12 months,Non Refund,1696,1696,0.0,481572.6,0,98.38242924528302,260.6002358490566,0.0,0.0,1.0,0.0,74.58
City Hotel,Offline TA/TO,TA/TO,Transient-Party,12+ months,Non Refund,1,1,0.0,90.0,0,90.0,394.0,0.0,0.0,1.0,0.0,74.21
City Hotel,Direct,Direct,Transient,12+ months,No Deposit,1,1,0.0,636.0,0,159.0,387.0,0.0,3.0,1.0,0.0,73.97
Resort Hotel,Groups,Direct,Transient,12+ months,Non Refund,20,20,0.0,5280.0,0,66.0,385.0,0.0,0.0,1.0,0.0,73.94
City Hotel,Online TA,TA/TO,Contract,12+ months,No Deposit,1,1,0.0,243.0,0,81.0,380.0,0.0,1.0,1.0,0.0,73.71
City Hotel,Groups,TA/TO,Contract,12+ months,Non Refund,60,60,0.0,7440.0,0,62.0,372.6666666666667,0.0,0.0,1.0,0.0,73.52
City Hotel,Groups,TA/TO,Contract,6-12 months,Non Refund,480,480,0.0,59520.0,0,62.0,323.0,0.0,0.0,1.0,0.0,72.29
City Hotel,Offline TA/TO,TA/TO,Transient-Party,6-12 months,Non Refund,271,270,361.25,50468.0,5,102.2370848708487,315.97047970479707,0.0,0.0,0.996309963099631,1.3330258302583027,71.72
City Hotel,Groups,TA/TO,Transient-Party,6-12 months,Non Refund,516,516,0.0,69516.0,0,62.93023255813954,301.9282945736434,0.0,0.0,1.0,0.0,71.64
City Hotel,Online TA,TA/TO,Transient,6-12 months,Refundable,3,3,0.0,5859.0,0,139.5,315.0,0.0,1.0,1.0,0.0,71.42
City Hotel,Groups,TA/TO,Transient,3-6 months,Non Refund,1669,1669,0.0,519936.14,0,109.60894547633312,137.9754343918514,0.0,0.0,1.0,0.0,70.57
Resort Hotel,Groups,TA/TO,Transient,6-12 months,Non Refund,355,355,0.0,93783.85,0,71.56323943661972,248.27042253521128,0.0,0.0,1.0,0.0,69.96
City Hotel,Groups,TA/TO,Contract,6-12 months,No Deposit,160,160,0.0,19840.0,0,62.0,269.875,0.00625,0.0,1.0,0.0,69.95
City Hotel,Offline TA/TO,TA/TO,Transient,3-6 months,Non Refund,1505,1505,0.0,458792.8,0,105.79873754152824,135.69102990033224,0.0,0.0,1.0,0.0,69.83
Resort Hotel,Online TA,TA/TO,Transient-Party,6-12 months,Non Refund,1,1,0.0,400.5,0,80.1,263.0,0.0,1.0,1.0,0.0,69.49
Resort Hotel,Offline TA/TO,TA/TO,Contract,6-12 months,Refundable,2,2,0.0,1428.14,0,78.23,262.5,0.0,1.0,1.0,0.0,69.48
Resort Hotel,Offline TA/TO,TA/TO,Transient,6-12 months,Non Refund,120,120,0.0,29931.83,0,50.937416666666664,250.49166666666667,0.0,0.0,1.0,0.0,69.36
Resort Hotel,Groups,Corporate,Transient,6-12 months,Non Refund,131,131,0.0,23076.0,0,45.49045801526717,252.34351145038167,0.0,0.0,1.0,0.0,69.35
Resort Hotel,Groups,Direct,Transient,6-12 months,Non Refund,54,54,0.0,34585.66,0,68.38481481481482,231.53703703703704,0.0,0.0,1.0,0.0,68.72
City Hotel,Online TA,TA/TO,Transient,6-12 months,Non Refund,13,13,0.0,4505.0,0,86.63461538461539,232.07692307692307,0.0,0.0,1.0,0.0,68.42
City Hotel,Online TA,GDS,Transient,6-12 months,No Deposit,1,1,0.0,372.0,0,124.0,220.0,0.0,0.0,1.0,0.0,67.94
City Hotel,Corporate,TA/TO,Transient,6-12 months,Non Refund,2,2,0.0,920.0,0,115.0,212.0,0.0,0.0,1.0,0.0,67.66
Resort Hotel,Online TA,TA/TO,Transient,12+ months,No Deposit,9,8,1744.61,7378.4,7,158.29222222222222,382.1111111111111,0.0,0.7777777777777778,0.8888888888888888,193.84555555555553,67.19
City Hotel,Groups,Direct,Transient,6-12 months,Non Refund,19,19,0.0,5060.0,0,128.1578947368421,183.52631578947367,0.0,0.0,1.0,0.0,66.67
Resort Hotel,Online TA,TA/TO,Transient,6-12 months,Refundable,1,1,0.0,304.0,0,76.0,183.0,0.0,1.0,1.0,0.0,66.6
Resort Hotel,Online TA,TA/TO,Transient,3-6 months,Non Refund,10,10,0.0,4806.0,0,80.1,177.0,0.0,0.0,1.0,0.0,66.44
Resort Hotel,Groups,TA/TO,Transient,3-6 months,Non Refund,344,344,0.0,112317.55,0,74.91322674418605,137.04651162790697,0.0,0.0,1.0,0.0,66.15
City Hotel,Groups,TA/TO,Transient-Party,3-6 months,Non Refund,30,30,0.0,7740.0,0,86.0,165.0,0.0,0.0,1.0,0.0,66.03
City Hotel,Direct,Direct,Transient,3-6 months,Non Refund,10,10,0.0,2850.0,0,95.0,165.2,0.0,0.0,1.0,0.0,65.99
City Hotel,Online TA,TA/TO,Transient,3-6 months,Refundable,5,5,0.0,2034.8,0,121.54,165.6,0.0,0.0,1.0,0.0,65.99
Resort Hotel,Groups,TA/TO,Transient-Party,3-6 months,Refundable,3,3,0.0,819.0,0,39.0,162.0,0.0,0.0,1.0,0.0,65.85
City Hotel,Groups,TA/TO,Transient,1-3 months,Non Refund,1215,1215,0.0,314983.0,0,97.5917695473251,67.77942386831276,0.0,0.0,1.0,0.0,65.83
Resort Hotel,Offline TA/TO,TA/TO,Transient,3-6 months,Non Refund,16,16,0.0,3328.0,0,52.0,157.0,0.0,0.0,1.0,0.0,65.7
City Hotel,Corporate,Corporate,Transient-Party,6-12 months,Non Refund,19,18,106.0,5543.0,1,107.63157894736842,243.0,0.0,0.0,0.9473684210526315,5.578947368421052,65.67
Resort Hotel,Groups,Direct,Transient-Party,3-6 months,Non Refund,1,1,0.0,36.0,0,36.0,155.0,0.0,0.0,1.0,0.0,65.59
City Hotel,Offline TA/TO,Corporate,Transient,3-6 months,Non Refund,5,5,0.0,1000.0,0,200.0,151.0,0.0,0.0,1.0,0.0,65.46
City Hotel,Online TA,GDS,Transient,3-6 months,No Deposit,2,2,0.0,280.0,0,140.0,151.0,0.0,1.0,1.0,0.0,65.45
City Hotel,Corporate,TA/TO,Transient,3-6 months,Non Refund,71,71,0.0,25920.0,0,104.64788732394366,131.59154929577466,0.0,0.0,1.0,0.0,65.03
Resort Hotel,Online TA,TA/TO,Transient,3-6 months,Refundable,2,2,0.0,1583.44,0,169.18,134.5,0.0,1.0,1.0,0.0,64.87
Resort Hotel,Groups,Direct,Transient,3-6 months,Non Refund,171,171,0.0,31987.95,0,65.70087719298246,121.28654970760233,0.0,0.0,1.0,0.0,64.72
Resort Hotel,Complementary,Corporate,Transient,3-6 months,No Deposit,2,2,0.0,0.0,0,0.0,126.0,0.0,0.0,1.0,0.0,64.54
City Hotel,Groups,Direct,Transient,3-6 months,Non Refund,78,78,0.0,22765.0,0,87.94871794871794,109.88461538461539,0.0,0.0,1.0,0.0,64.21
City Hotel,Offline TA/TO,TA/TO,Transient,1-3 months,Non Refund,735,735,0.0,205479.0,0,94.57142857142857,55.265306122448976,0.0,0.005442176870748299,1.0,0.0,64.2
Resort Hotel,Groups,Corporate,Contract,3-6 months,Non Refund,4,4,0.0,3312.0,0,36.0,114.0,0.0,0.0,1.0,0.0,64.15
City Hotel,Corporate,Corporate,Transient-Party,3-6 months,Refundable,1,1,0.0,474.0,0,79.0,113.0,0.0,0.0,1.0,0.0,64.08
City Hotel,Offline TA/TO,TA/TO,Transient-Party,3-6 months,Non Refund,74,74,0.0,14334.0,0,96.85135135135135,102.0,0.0,0.0,1.0,0.0,63.83
Resort Hotel,Groups,Corporate,Transient,3-6 months,Non Refund,51,51,0.0,7419.95,0,63.404901960784315,103.11764705882354,0.0,0.0,1.0,0.0,63.8
City Hotel,Online TA,TA/TO,Transient,12+ months,No Deposit,6,5,291.1,1377.55,2,101.60833333333333,378.3333333333333,0.0,0.6666666666666666,0.8333333333333334,48.51666666666667,63.66
City Hotel,Groups,TA/TO,Contract,3-6 months,No Deposit,1,1,0.0,255.0,0,85.0,98.0,0.0,0.0,1.0,0.0,63.54
City Hotel,Groups,Corporate,Transient,1-3 months,Non Refund,10,10,0.0,2000.0,0,100.0,87.0,0.0,0.0,1.0,0.0,63.16
Resort Hotel,Groups,TA/TO,Transient,1-3 months,Non Refund,168,168,0.0,34760.3,0,55.787499999999994,74.41666666666667,0.0,0.0,1.0,0.0,63.06
Resort Hotel,Offline TA/TO,TA/TO,Transient,1-3 months,Non Refund,10,10,0.0,5940.0,0,198.0,77.0,0.0,0.0,1.0,0.0,62.84
City Hotel,Offline TA/TO,TA/TO,Transient-Party,1-3 months,Non Refund,71,71,0.0,13854.0,0,97.56338028169014,74.0,0.0,0.0,1.0,0.0,62.82
Resort Hotel,Groups,TA/TO,Transient-Party,6-12 months,Non Refund,14,13,205.0,2210.0,2,86.25,183.0,0.0,0.0,0.9285714285714286,14.642857142857142,62.34
City Hotel,Direct,Direct,Transient,1-3 months,Refundable,1,1,0.0,279.0,0,139.5,61.0,0.0,0.0,1.0,0.0,62.2
City Hotel,Complementary,Corporate,Transient,1-3 months,No Deposit,2,2,0.0,0.0,0,0.0,59.0,0.0,1.0,1.0,0.0,62.13
City Hotel,Offline TA/TO,Corporate,Transient-Party,1-3 months,No Deposit,60,60,0.0,7200.0,0,120.0,56.0,0.0,0.0,1.0,0.0,62.1
Resort Hotel,Direct,Direct,Group,6-12 months,No Deposit,13,11,1827.56,0.0,11,24.795384615384616,312.46153846153845,0.15384615384615385,0.15384615384615385,0.8461538461538461,140.58153846153846,62.04
Resort Hotel,Online TA,TA/TO,Transient,1-3 months,Refundable,2,2,0.0,1964.97,0,169.16500000000002,54.0,0.0,1.0,1.0,0.0,61.97
City Hotel,Corporate,Corporate,Transient,1-3 months,Non Refund,141,141,0.0,17255.0,0,78.65248226950355,47.43262411347518,0.0,0.0425531914893617,1.0,0.0,61.9
Resort Hotel,Groups,Corporate,Transient,1-3 months,Non Refund,28,28,0.0,12760.0,0,70.71428571428571,47.142857142857146,0.0,0.0,1.0,0.0,61.84
City Hotel,Groups,Direct,Transient,1-3 months,Non Refund,20,20,0.0,3000.0,0,75.0,50.0,0.0,0.0,1.0,0.0,61.84
City Hotel,Online TA,TA/TO,Transient,1-3 months,Refundable,1,1,0.0,861.3,0,172.26,47.0,0.0,3.0,1.0,0.0,61.7
City Hotel,Groups,TA/TO,Transient,1-4 weeks,Non Refund,180,180,0.0,53221.38,0,96.34294444444444,22.81111111111111,0.0,0.0,1.0,0.0,61.4
City Hotel,Offline TA/TO,TA/TO,Transient,1-4 weeks,Non Refund,207,207,0.0,48046.05,0,111.10893719806764,22.903381642512077,0.18357487922705315,0.028985507246376812,1.0,0.0,61.34
Resort Hotel,Offline TA/TO,TA/TO,Transient-Party,1-3 months,Non Refund,3,3,0.0,150.0,0,25.0,31.0,0.0,0.0,1.0,0.0,61.12
City Hotel,Offline TA/TO,Corporate,Transient-Party,1-4 weeks,No Deposit,37,37,0.0,4680.0,0,120.0,26.513513513513512,0.0,0.0,1.0,0.0,61.01
City Hotel,Groups,TA/TO,Transient-Party,1-4 weeks,Non Refund,31,31,0.0,3844.0,0,62.0,24.903225806451612,0.0,0.0,1.0,0.0,60.94
Resort Hotel,Direct,Direct,Transient,1-4 weeks,Refundable,1,1,0.0,1039.5,0,115.5,25.0,0.0,1.0,1.0,0.0,60.91
City Hotel,Aviation,Corporate,Transient-Party,1-4 weeks,No Deposit,4,4,0.0,440.0,0,110.0,20.0,0.25,0.0,1.0,0.0,60.73
City Hotel,Online TA,TA/TO,Transient,1-4 weeks,Non Refund,1,1,0.0,97.58,0,97.58,18.0,0.0,0.0,1.0,0.0,60.65
City Hotel,Direct,Direct,Transient,1-4 weeks,Non Refund,6,6,0.0,615.5999999999999,0,102.59999999999998,16.833333333333332,0.0,0.0,1.0,0.0,60.61
City Hotel,Corporate,Corporate,Transient,1-4 weeks,Non Refund,33,33,0.0,6854.0,0,90.21212121212122,13.727272727272727,0.0,0.0,1.0,0.0,60.57
Resort Hotel,Online TA,TA/TO,Transient,1-4 weeks,Refundable,1,1,0.0,458.0,0,229.0,15.0,0.0,1.0,1.0,0.0,60.55
City Hotel,Online TA,TA/TO,Transient,1-4 weeks,Refundable,2,2,0.0,853.02,0,142.17,13.5,0.0,2.0,1.0,0.0,60.5
City Hotel,Online TA,Corporate,Transient,1-4 weeks,No Deposit,1,1,0.0,95.0,0,95.0,11.0,0.0,0.0,1.0,0.0,60.4
Resort Hotel,Corporate,Corporate,Transient,1-4 weeks,Non Refund,13,13,0.0,1170.0,0,45.0,10.0,0.0,0.0,1.0,0.0,60.37
City Hotel,Online TA,Undefined,Transient-Party,1-4 weeks,No Deposit,1,1,0.0,535.5,0,76.5,8.0,0.0,1.0,1.0,0.0,60.29
Resort Hotel,Online TA,TA/TO,Transient,1-4 weeks,Non Refund,1,1,0.0,275.0,0,275.0,8.0,0.0,0.0,1.0,0.0,60.29
City Hotel,Corporate,Corporate,Transient,Same week,Non Refund,28,28,0.0,5500.0,0,98.21428571428571,5.535714285714286,0.4642857142857143,0.0,1.0,0.0,60.26
Resort Hotel,Groups,Corporate,Transient,Same week,Non Refund,8,8,0.0,464.0,0,58.0,7.0,0.0,0.0,1.0,0.0,60.26
City Hotel,Groups,Corporate,Transient,Same week,Non Refund,24,24,0.0,2160.0,0,90.0,5.416666666666667,0.0,0.0,1.0,0.0,60.22
City Hotel,Online TA,TA/TO,Transient,Same week,Non Refund,1,1,0.0,135.0,0,135.0,6.0,0.0,1.0,1.0,0.0,60.22
City Hotel,Online TA,Corporate,Transient,Same week,Non Refund,9,9,0.0,1321.4,0,146.82222222222222,4.555555555555555,0.0,0.0,1.0,0.0,60.18
City Hotel,Groups,TA/TO,Transient,Same week,Non Refund,2,2,0.0,360.0,0,90.0,5.0,0.0,0.0,1.0,0.0,60.18
City Hotel,Direct,Direct,Contract,Same week,No Deposit,1,1,0.0,150.0,0,75.0,5.0,0.0,0.0,1.0,0.0,60.18
Resort Hotel,Corporate,Direct,Transient,Same week,Non Refund,5,5,0.0,900.0,0,100.0,3.4,0.0,0.0,1.0,0.0,60.13
City Hotel,Offline TA/TO,TA/TO,Transient,Same week,Non Refund,9,9,0.0,2010.6,0,100.69999999999999,0.8888888888888888,0.8888888888888888,0.0,1.0,0.0,60.05
City Hotel,Undefined,Undefined,Transient-Party,Same week,No Deposit,2,2,0.0,48.0,0,15.0,1.5,0.0,1.5,1.0,0.0,60.05
City Hotel,Direct,Undefined,Transient-Party,Same week,No Deposit,1,1,0.0,24.0,0,12.0,1.0,0.0,1.0,1.0,0.0,60.04
City Hotel,Online TA,TA/TO,Transient,Same week,Refundable,1,1,0.0,260.0,0,130.0,1.0,0.0,1.0,1.0,0.0,60.04
Resort Hotel,Online TA,TA/TO,Transient,Same week,Non Refund,17,17,0.0,1075.0,0,63.23529411764706,0.0,0.0,0.0,1.0,0.0,60.01
City Hotel,Corporate,Direct,Group,Same week,No Deposit,1,1,0.0,152.0,0,152.0,0.0,1.0,0.0,1.0,0.0,60.0
City Hotel,Groups,TA/TO,Transient,3-6 months,No Deposit,70,62,1196.8,9212.3,17,64.75285714285714,141.3,0.0,0.05714285714285714,0.8857142857142857,17.097142857142856,58.34
Resort Hotel,Online TA,TA/TO,Transient,6-12 months,No Deposit,2344,1392,697643.03,1142549.5,6031,119.36553754266212,244.81868600682594,0.007252559726962458,1.0755119453924915,0.5938566552901023,297.6292790102389,56.75
City Hotel,Corporate,Corporate,Transient-Party,3-6 months,No Deposit,80,70,1315.0,5994.0,10,86.425,104.125,0.0125,0.05,0.875,16.4375,56.32
City Hotel,Online TA,TA/TO,Transient,6-12 months,No Deposit,4279,2361,803584.92,1065710.72,7287,112.35316896471139,234.2825426501519,0.00046739892498247256,0.9469502220144894,0.5517644309418088,187.79736387006312,53.02
City Hotel,Online TA,TA/TO,Transient,3-6 months,No Deposit,8553,3913,2022466.47,1804295.33,16882,121.89707120308664,131.06418800420906,0.00035075412136092597,0.823336840874547,0.45750029229510114,236.46281655559451,51.58
Resort Hotel,Direct,Direct,Transient,12+ months,No Deposit,4,2,1904.0,403.2,28,42.2,554.5,0.0,1.0,0.5,476.0,50.0
Resort Hotel,Online TA,TA/TO,Transient,3-6 months,No Deposit,3496,1785,1096348.2,1290087.8,9378,124.37842677345537,131.92934782608697,0.004290617848970252,0.9473684210526315,0.51058352402746,313.6007437070938,49.27
City Hotel,Online TA,TA/TO,Transient,1-3 months,No Deposit,10863,4489,2447171.22,1859980.01,21022,119.70376047132467,57.292276535027156,0.0011046672190002762,0.8567614839362975,0.41323759550768663,225.2758188345761,46.86
City Hotel,Online TA,TA/TO,Group,6-12 months,No Deposit,9,5,684.78,455.0,9,87.73666666666666,309.6666666666667,0.5555555555555556,0.6666666666666666,0.5555555555555556,76.08666666666666,44.51
City Hotel,Offline TA/TO,TA/TO,Transient,12+ months,No Deposit,2,1,321.0,240.29999999999998,3,93.55,393.0,0.0,0.0,0.5,160.5,44.18
City Hotel,Groups,TA/TO,Transient,6-12 months,No Deposit,9,5,773.5,240.0,10,50.166666666666664,236.22222222222223,0.0,0.2222222222222222,0.5555555555555556,85.94444444444444,41.86
City Hotel,Groups,TA/TO,Transient-Party,6-12 months,No Deposit,1526,769,181053.47,155729.37,2004,78.1411861074705,266.6979030144168,0.12254259501965924,0.16972477064220184,0.5039318479685452,118.64578636959371,41.53
Resort Hotel,Groups,Direct,Transient-Party,1-4 weeks,Non Refund,3,2,630.4499999999999,16.0,9,28.683333333333334,16.0,0.0,0.0,0.6666666666666666,210.14999999999998,40.58
City Hotel,Direct,Corporate,Transient,1-4 weeks,No Deposit,3,2,230.0,833.0,2,117.66666666666667,12.0,0.3333333333333333,0.0,0.6666666666666666,76.66666666666667,40.44
Resort Hotel,Groups,Corporate,Transient-Party,3-6 months,No Deposit,81,46,8820.0,13446.0,132,69.0,127.8641975308642,0.012345679012345678,0.037037037037037035,0.5679012345679012,108.88888888888889,38.83
Resort Hotel,Online TA,TA/TO,Transient,1-3 months,No Deposit,4339,1831,1279856.02,1027499.18,11100,117.9184351233003,57.09333947914266,0.0018437427978796957,0.9168011062456787,0.4219866328647154,294.9656648997465,38.43
Resort Hotel,Groups,Direct,Transient-Party,6-12 months,Non Refund,4,2,150.0,482.09999999999997,7,46.575,221.5,0.0,0.0,0.5,37.5,37.99
City Hotel,Online TA,TA/TO,Contract,3-6 months,No Deposit,101,56,13129.03,16548.74,154,87.82683168316832,121.92079207920793,0.0,1.386138613861386,0.5544554455445545,129.99039603960398,37.84
City Hotel,Groups,Corporate,Transient-Party,6-12 months,Non Refund,2,1,150.0,294.0,2,111.0,215.0,0.0,0.0,0.5,75.0,37.76
City Hotel,Online TA,TA/TO,Contract,6-12 months,No Deposit,91,43,18529.58,19806.88,167,112.00252747252746,249.24175824175825,0.0,1.120879120879121,0.4725274725274725,203.62175824175827,37.55
Resort Hotel,Groups,TA/TO,Transient-Party,12+ months,No Deposit,164,55,25362.42,8470.0,415,58.02121951219512,430.9024390243902,0.0,0.20121951219512196,0.3353658536585366,154.64890243902437,35.76
Resort Hotel,Offline TA/TO,TA/TO,Group,6-12 months,No Deposit,13,5,7407.76,0.0,75,61.37538461538462,309.46153846153845,0.15384615384615385,0.6923076923076923,0.38461538461538464,569.8276923076924,34.24
Resort Hotel,Corporate,Corporate,Transient,1-3 months,No Deposit,103,55,7065.0,30775.8,101,79.47864077669904,48.37864077669903,0.14563106796116504,0.13592233009708737,0.5339805825242718,68.59223300970874,34.11
City Hotel,Offline TA/TO,TA/TO,Contract,6-12 months,No Deposit,7,3,1191.36,1010.99,15,79.68142857142857,227.57142857142858,0.0,1.1428571428571428,0.42857142857142855,170.1942857142857,33.93
City Hotel,Offline TA/TO,GDS,Transient,3-6 months,No Deposit,2,1,615.6,864.0,4,184.95,108.5,0.0,0.5,0.5,307.8,33.92
Resort Hotel,Groups,TA/TO,Transient-Party,12+ months,Refundable,3,1,192.0,48.0,4,48.0,384.3333333333333,0.0,0.0,0.3333333333333333,64.0,33.86
City Hotel,Online TA,TA/TO,Transient,1-4 weeks,No Deposit,6866,2460,1492602.37,1041163.57,12432,123.80332071074861,18.104864549956307,0.004515001456452083,0.8786775415088843,0.35828721235071365,217.39038304689777,33.35
City Hotel,Groups,Direct,Transient-Party,1-3 months,No Deposit,12,6,1490.0,822.0,19,97.375,50.333333333333336,0.0,0.25,0.5,124.16666666666667,31.82
City Hotel,Offline TA/TO,GDS,Transient,1-3 months,No Deposit,2,1,408.0,111.6,3,123.8,49.5,0.0,0.0,0.5,204.0,31.79
Resort Hotel,Offline TA/TO,Direct,Transient,1-4 weeks,No Deposit,2,1,40.0,745.0,1,94.5,18.5,0.0,0.0,0.5,20.0,30.68
Resort Hotel,Complementary,TA/TO,Transient-Party,1-4 weeks,No Deposit,2,1,0.0,0.0,3,0.0,14.0,0.0,0.0,0.5,0.0,30.5
City Hotel,Complementary,Direct,Transient-Party,1-4 weeks,No Deposit,2,1,0.0,0.0,1,0.0,9.0,0.5,1.0,0.5,0.0,30.32
City Hotel,Direct,Direct,Group,6-12 months,No Deposit,3,1,374.0,381.6,4,94.13333333333333,284.0,0.0,0.3333333333333333,0.3333333333333333,124.66666666666667,30.25
City Hotel,Direct,Corporate,Transient,Same week,No Deposit,2,1,106.0,95.0,1,100.5,2.5,1.0,0.5,0.5,53.0,30.09
Resort Hotel,Direct,TA/TO,Transient,6-12 months,No Deposit,19,6,8403.36,2503.21,74,108.8721052631579,294.7894736842105,0.15789473684210525,0.8947368421052632,0.3157894736842105,442.2821052631579,29.61
City Hotel,Groups,TA/TO,Transient,1-4 weeks,No Deposit,13,6,2338.0,2511.5,25,100.64615384615385,20.076923076923077,0.0,0.23076923076923078,0.46153846153846156,179.84615384615384,28.44
Resort Hotel,Groups,TA/TO,Transient-Party,6-12 months,No Deposit,1027,323,197577.0,95557.51,2919,65.60650438169426,235.55988315481986,0.0009737098344693282,0.09055501460564752,0.314508276533593,192.38266796494645,28.39
Resort Hotel,Corporate,Direct,Transient-Party,1-4 weeks,No Deposit,13,6,936.0,648.0,14,62.76923076923077,17.23076923076923,0.0,0.07692307692307693,0.46153846153846156,72.0,28.32
Resort Hotel,Offline TA/TO,TA/TO,Contract,12+ months,No Deposit,46,10,28697.61,9482.25,391,80.09260869565217,398.45652173913044,0.0,0.5,0.21739130434782608,623.8610869565217,27.52
City Hotel,Offline TA/TO,TA/TO,Transient-Party,12+ months,No Deposit,663,128,136218.76,29518.86,1240,106.32224736048265,422.7797888386124,0.0,0.5987933634992458,0.19306184012066366,205.45815987933636,27.15
Resort Hotel,Online TA,TA/TO,Transient-Party,6-12 months,No Deposit,236,71,97486.72,39284.78,922,99.59661016949153,238.53813559322035,0.0,1.194915254237288,0.3008474576271186,413.07932203389834,27.08
Resort Hotel,Direct,Direct,Transient,6-12 months,No Deposit,389,113,267119.11,98614.6,1904,137.91979434447302,232.95115681233932,0.02570694087403599,0.7609254498714653,0.29048843187660667,686.6815167095116,26.89
City Hotel,Corporate,TA/TO,Transient-Party,6-12 months,No Deposit,9,3,4440.0,2160.0,48,91.66666666666667,182.11111111111111,0.0,0.4444444444444444,0.3333333333333333,493.3333333333333,26.59
City Hotel,Offline TA/TO,TA/TO,Transient,6-12 months,No Deposit,466,137,111251.70999999999,26294.75,1231,84.21540772532188,222.1587982832618,0.002145922746781116,0.26824034334763946,0.2939914163090129,238.73757510729612,25.94
Resort Hotel,Offline TA/TO,TA/TO,Transient,12+ months,No Deposit,5,1,3962.06,28.0,48,69.838,386.2,0.0,0.4,0.2,792.412,25.93
Resort Hotel,Groups,TA/TO,Transient-Party,1-3 months,No Deposit,382,147,56203.71,31682.0,1002,61.8046335078534,62.6413612565445,0.1099476439790576,0.060209424083769635,0.38481675392670156,147.13013089005236,25.69
Resort Hotel,Offline TA/TO,TA/TO,Transient,6-12 months,No Deposit,937,239,494259.71,118631.76,5514,85.62785485592316,234.23906083244398,0.01814300960512273,0.512273212379936,0.2550693703308431,527.4916862326575,25.03
City Hotel,Direct,Direct,Transient,6-12 months,No Deposit,295,79,93991.0,30279.7,810,115.58420338983049,230.69152542372882,0.003389830508474576,0.6610169491525424,0.2677966101694915,318.6135593220339,24.71
City Hotel,Corporate,Corporate,Group,1-4 weeks,No Deposit,5,2,265.0,825.0,3,163.0,16.0,0.2,0.8,0.4,53.0,24.59
Resort Hotel,Groups,Corporate,Transient,3-6 months,No Deposit,3,1,812.0,1112.0,8,105.0,119.66666666666667,0.0,0.0,0.3333333333333333,270.6666666666667,24.33
Resort Hotel,Complementary,Direct,Transient,3-6 months,No Deposit,6,2,26.0,0.0,13,0.8666666666666667,119.5,0.0,0.16666666666666666,0.3333333333333333,4.333333333333333,24.31
City Hotel,Groups,TA/TO,Transient-Party,12+ months,No Deposit,279,38,69992.73,8966.02,651,104.28620071684588,435.1362007168459,0.0,0.8673835125448028,0.13620071684587814,250.86999999999998,23.96
Resort Hotel,Groups,Corporate,Transient-Party,12+ months,No Deposit,76,12,13785.99,2303.0,255,50.87407894736842,385.9868421052632,0.0,0.11842105263157894,0.15789473684210525,181.3946052631579,23.42
Resort Hotel,Online TA,TA/TO,Group,6-12 months,No Deposit,4,1,860.48,665.0,13,89.785,228.0,0.0,1.0,0.25,215.12,23.23
Resort Hotel,Groups,Corporate,Transient-Party,1-4 weeks,Non Refund,8,3,195.0,162.5,5,44.6875,15.875,0.125,0.0,0.375,24.375,23.07
Resort Hotel,Corporate,Corporate,Transient-Party,1-3 months,No Deposit,259,89,35822.18,17111.4,794,43.86687258687259,51.12355212355212,0.011583011583011582,0.03474903474903475,0.3436293436293436,138.3095752895753,22.65
City Hotel,Offline TA/TO,TA/TO,Transient-Party,3-6 months,No Deposit,1549,423,322997.63,116131.84,3425,93.82015493867011,132.64493221433182,0.0,0.22595222724338282,0.27307940606843123,208.5200968366688,22.42
Resort Hotel,Complementary,TA/TO,Transient,1-3 months,No Deposit,6,2,861.5300000000001,0.0,22,20.798333333333336,63.333333333333336,0.0,1.1666666666666667,0.3333333333333333,143.58833333333334,22.28
City Hotel,Online TA,TA/TO,Transient-Party,6-12 months,No Deposit,486,109,142383.91,32512.99,1433,102.05991769547326,234.08024691358025,0.0,1.0720164609053497,0.2242798353909465,292.9710082304527,22.25
Resort Hotel,Online TA,TA/TO,Transient,1-4 weeks,No Deposit,2943,846,794679.58,382059.49,6939,115.34558613659532,18.341148487937478,0.011213047910295617,0.9469928644240571,0.2874617737003058,270.02364254162416,22.02
Resort Hotel,Corporate,Corporate,Contract,1-3 months,No Deposit,12,4,1367.0,703.0,26,52.25,51.666666666666664,0.0,0.4166666666666667,0.3333333333333333,113.91666666666667,21.87
